postal_code,city,gmina,powiat,wojewodztwo
01-182,Warszawa,Warszawa,Warszawa,mazowieckie
01-157,Warszawa,Warszawa,Warszawa,mazowieckie
04-228,Warszawa,Warszawa,Warszawa,mazowieckie
00-583,Warszawa,Warszawa,Warszawa,mazowieckie
00-478,Warszawa,Warszawa,Warszawa,mazowieckie
00-461,Warszawa,Warszawa,Warszawa,mazowieckie
00-567,Warszawa,Warszawa,Warszawa,mazowieckie
00-557,Warszawa,Warszawa,Warszawa,mazowieckie
00-540,Warszawa,Warszawa,Warszawa,mazowieckie
00-536,Warszawa,Warszawa,Warszawa,mazowieckie
00-623,Warszawa,Warszawa,Warszawa,mazowieckie
00-588,Warszawa,Warszawa,Warszawa,mazowieckie
02-036,Warszawa,Warszawa,Warszawa,mazowieckie
03-586,Warszawa,Warszawa,Warszawa,mazowieckie
03-594,Warszawa,Warszawa,Warszawa,mazowieckie
02-397,Warszawa,Warszawa,Warszawa,mazowieckie
02-419,Warszawa,Warszawa,Warszawa,mazowieckie
02-426,Warszawa,Warszawa,Warszawa,mazowieckie
03-648,Warszawa,Warszawa,Warszawa,mazowieckie
02-141,Warszawa,Warszawa,Warszawa,mazowieckie
03-877,Warszawa,Warszawa,Warszawa,mazowieckie
02-963,Warszawa,Warszawa,Warszawa,mazowieckie
02-990,Warszawa,Warszawa,Warszawa,mazowieckie
03-093,Warszawa,Warszawa,Warszawa,mazowieckie
02-223,Warszawa,Warszawa,Warszawa,mazowieckie
02-354,Warszawa,Warszawa,Warszawa,mazowieckie
01-916,Warszawa,Warszawa,Warszawa,mazowieckie
04-921,Warszawa,Warszawa,Warszawa,mazowieckie
03-916,Warszawa,Warszawa,Warszawa,mazowieckie
03-926,Warszawa,Warszawa,Warszawa,mazowieckie
03-920,Warszawa,Warszawa,Warszawa,mazowieckie
00-851,Warszawa,Warszawa,Warszawa,mazowieckie
00-865,Warszawa,Warszawa,Warszawa,mazowieckie
04-248,Warszawa,Warszawa,Warszawa,mazowieckie
04-866,Warszawa,Warszawa,Warszawa,mazowieckie
04-792,Warszawa,Warszawa,Warszawa,mazowieckie
03-994,Warszawa,Warszawa,Warszawa,mazowieckie
03-975,Warszawa,Warszawa,Warszawa,mazowieckie
03-942,Warszawa,Warszawa,Warszawa,mazowieckie
03-917,Warszawa,Warszawa,Warszawa,mazowieckie
02-739,Warszawa,Warszawa,Warszawa,mazowieckie
00-211,Warszawa,Warszawa,Warszawa,mazowieckie
02-451,Warszawa,Warszawa,Warszawa,mazowieckie
03-024,Warszawa,Warszawa,Warszawa,mazowieckie
03-005,Warszawa,Warszawa,Warszawa,mazowieckie
00-034,Warszawa,Warszawa,Warszawa,mazowieckie
00-040,Warszawa,Warszawa,Warszawa,mazowieckie
04-803,Warszawa,Warszawa,Warszawa,mazowieckie
00-631,Warszawa,Warszawa,Warszawa,mazowieckie
00-655,Warszawa,Warszawa,Warszawa,mazowieckie
00-636,Warszawa,Warszawa,Warszawa,mazowieckie
00-650,Warszawa,Warszawa,Warszawa,mazowieckie
02-034,Warszawa,Warszawa,Warszawa,mazowieckie
02-059,Warszawa,Warszawa,Warszawa,mazowieckie
02-061,Warszawa,Warszawa,Warszawa,mazowieckie
02-067,Warszawa,Warszawa,Warszawa,mazowieckie
03-824,Warszawa,Warszawa,Warszawa,mazowieckie
04-675,Warszawa,Warszawa,Warszawa,mazowieckie
01-621,Warszawa,Warszawa,Warszawa,mazowieckie
04-673,Warszawa,Warszawa,Warszawa,mazowieckie
03-064,Warszawa,Warszawa,Warszawa,mazowieckie
00-268,Warszawa,Warszawa,Warszawa,mazowieckie
00-256,Warszawa,Warszawa,Warszawa,mazowieckie
04-023,Warszawa,Warszawa,Warszawa,mazowieckie
03-538,Warszawa,Warszawa,Warszawa,mazowieckie
02-619,Warszawa,Warszawa,Warszawa,mazowieckie
03-244,Warszawa,Warszawa,Warszawa,mazowieckie
00-223,Warszawa,Warszawa,Warszawa,mazowieckie
04-997,Warszawa,Warszawa,Warszawa,mazowieckie
04-983,Warszawa,Warszawa,Warszawa,mazowieckie
01-915,Warszawa,Warszawa,Warszawa,mazowieckie
02-727,Warszawa,Warszawa,Warszawa,mazowieckie
03-955,Warszawa,Warszawa,Warszawa,mazowieckie
04-524,Warszawa,Warszawa,Warszawa,mazowieckie
03-172,Warszawa,Warszawa,Warszawa,mazowieckie
03-701,Warszawa,Warszawa,Warszawa,mazowieckie
03-836,Warszawa,Warszawa,Warszawa,mazowieckie
02-319,Warszawa,Warszawa,Warszawa,mazowieckie
02-173,Warszawa,Warszawa,Warszawa,mazowieckie
03-507,Warszawa,Warszawa,Warszawa,mazowieckie
04-290,Warszawa,Warszawa,Warszawa,mazowieckie
04-366,Warszawa,Warszawa,Warszawa,mazowieckie
04-365,Warszawa,Warszawa,Warszawa,mazowieckie
04-364,Warszawa,Warszawa,Warszawa,mazowieckie
04-384,Warszawa,Warszawa,Warszawa,mazowieckie
04-765,Warszawa,Warszawa,Warszawa,mazowieckie
04-680,Warszawa,Warszawa,Warszawa,mazowieckie
03-087,Warszawa,Warszawa,Warszawa,mazowieckie
04-647,Warszawa,Warszawa,Warszawa,mazowieckie
04-661,Warszawa,Warszawa,Warszawa,mazowieckie
00-023,Warszawa,Warszawa,Warszawa,mazowieckie
03-541,Warszawa,Warszawa,Warszawa,mazowieckie
00-480,Warszawa,Warszawa,Warszawa,mazowieckie
00-489,Warszawa,Warszawa,Warszawa,mazowieckie
00-490,Warszawa,Warszawa,Warszawa,mazowieckie
00-479,Warszawa,Warszawa,Warszawa,mazowieckie
02-664,Warszawa,Warszawa,Warszawa,mazowieckie
02-657,Warszawa,Warszawa,Warszawa,mazowieckie
03-062,Warszawa,Warszawa,Warszawa,mazowieckie
03-262,Warszawa,Warszawa,Warszawa,mazowieckie
01-240,Warszawa,Warszawa,Warszawa,mazowieckie
01-572,Warszawa,Warszawa,Warszawa,mazowieckie
03-634,Warszawa,Warszawa,Warszawa,mazowieckie
02-952,Warszawa,Warszawa,Warszawa,mazowieckie
00-094,Warszawa,Warszawa,Warszawa,mazowieckie
01-468,Warszawa,Warszawa,Warszawa,mazowieckie
03-645,Warszawa,Warszawa,Warszawa,mazowieckie
02-582,Warszawa,Warszawa,Warszawa,mazowieckie
02-575,Warszawa,Warszawa,Warszawa,mazowieckie
02-900,Warszawa,Warszawa,Warszawa,mazowieckie
02-730,Warszawa,Warszawa,Warszawa,mazowieckie
02-665,Warszawa,Warszawa,Warszawa,mazowieckie
00-532,Warszawa,Warszawa,Warszawa,mazowieckie
00-544,Warszawa,Warszawa,Warszawa,mazowieckie
00-678,Warszawa,Warszawa,Warszawa,mazowieckie
00-679,Warszawa,Warszawa,Warszawa,mazowieckie
00-670,Warszawa,Warszawa,Warszawa,mazowieckie
03-409,Warszawa,Warszawa,Warszawa,mazowieckie
03-414,Warszawa,Warszawa,Warszawa,mazowieckie
03-416,Warszawa,Warszawa,Warszawa,mazowieckie
03-405,Warszawa,Warszawa,Warszawa,mazowieckie
04-831,Warszawa,Warszawa,Warszawa,mazowieckie
04-820,Warszawa,Warszawa,Warszawa,mazowieckie
00-790,Warszawa,Warszawa,Warszawa,mazowieckie
03-505,Warszawa,Warszawa,Warszawa,mazowieckie
03-526,Warszawa,Warszawa,Warszawa,mazowieckie
03-525,Warszawa,Warszawa,Warszawa,mazowieckie
03-530,Warszawa,Warszawa,Warszawa,mazowieckie
03-291,Warszawa,Warszawa,Warszawa,mazowieckie
02-095,Warszawa,Warszawa,Warszawa,mazowieckie
03-749,Warszawa,Warszawa,Warszawa,mazowieckie
00-411,Warszawa,Warszawa,Warszawa,mazowieckie
02-158,Warszawa,Warszawa,Warszawa,mazowieckie
04-757,Warszawa,Warszawa,Warszawa,mazowieckie
00-317,Warszawa,Warszawa,Warszawa,mazowieckie
02-114,Warszawa,Warszawa,Warszawa,mazowieckie
02-563,Warszawa,Warszawa,Warszawa,mazowieckie
02-545,Warszawa,Warszawa,Warszawa,mazowieckie
02-520,Warszawa,Warszawa,Warszawa,mazowieckie
04-492,Warszawa,Warszawa,Warszawa,mazowieckie
04-185,Warszawa,Warszawa,Warszawa,mazowieckie
04-657,Warszawa,Warszawa,Warszawa,mazowieckie
03-590,Warszawa,Warszawa,Warszawa,mazowieckie
03-587,Warszawa,Warszawa,Warszawa,mazowieckie
01-840,Warszawa,Warszawa,Warszawa,mazowieckie
01-842,Warszawa,Warszawa,Warszawa,mazowieckie
01-239,Warszawa,Warszawa,Warszawa,mazowieckie
02-336,Warszawa,Warszawa,Warszawa,mazowieckie
02-461,Warszawa,Warszawa,Warszawa,mazowieckie
02-393,Warszawa,Warszawa,Warszawa,mazowieckie
04-774,Warszawa,Warszawa,Warszawa,mazowieckie
01-710,Warszawa,Warszawa,Warszawa,mazowieckie
04-974,Warszawa,Warszawa,Warszawa,mazowieckie
04-970,Warszawa,Warszawa,Warszawa,mazowieckie
04-964,Warszawa,Warszawa,Warszawa,mazowieckie
00-284,Warszawa,Warszawa,Warszawa,mazowieckie
04-755,Warszawa,Warszawa,Warszawa,mazowieckie
02-824,Warszawa,Warszawa,Warszawa,mazowieckie
01-137,Warszawa,Warszawa,Warszawa,mazowieckie
01-524,Warszawa,Warszawa,Warszawa,mazowieckie
01-554,Warszawa,Warszawa,Warszawa,mazowieckie
01-515,Warszawa,Warszawa,Warszawa,mazowieckie
01-503,Warszawa,Warszawa,Warszawa,mazowieckie
02-098,Warszawa,Warszawa,Warszawa,mazowieckie
01-018,Warszawa,Warszawa,Warszawa,mazowieckie
01-201,Warszawa,Warszawa,Warszawa,mazowieckie
01-196,Warszawa,Warszawa,Warszawa,mazowieckie
01-187,Warszawa,Warszawa,Warszawa,mazowieckie
01-229,Warszawa,Warszawa,Warszawa,mazowieckie
01-134,Warszawa,Warszawa,Warszawa,mazowieckie
01-141,Warszawa,Warszawa,Warszawa,mazowieckie
01-126,Warszawa,Warszawa,Warszawa,mazowieckie
01-235,Warszawa,Warszawa,Warszawa,mazowieckie
02-724,Warszawa,Warszawa,Warszawa,mazowieckie
03-755,Warszawa,Warszawa,Warszawa,mazowieckie
02-675,Warszawa,Warszawa,Warszawa,mazowieckie
02-583,Warszawa,Warszawa,Warszawa,mazowieckie
02-625,Warszawa,Warszawa,Warszawa,mazowieckie
02-640,Warszawa,Warszawa,Warszawa,mazowieckie
01-908,Warszawa,Warszawa,Warszawa,mazowieckie
01-931,Warszawa,Warszawa,Warszawa,mazowieckie
01-919,Warszawa,Warszawa,Warszawa,mazowieckie
00-812,Warszawa,Warszawa,Warszawa,mazowieckie
00-840,Warszawa,Warszawa,Warszawa,mazowieckie
00-846,Warszawa,Warszawa,Warszawa,mazowieckie
00-870,Warszawa,Warszawa,Warszawa,mazowieckie
00-874,Warszawa,Warszawa,Warszawa,mazowieckie
00-878,Warszawa,Warszawa,Warszawa,mazowieckie
01-951,Warszawa,Warszawa,Warszawa,mazowieckie
01-961,Warszawa,Warszawa,Warszawa,mazowieckie
01-963,Warszawa,Warszawa,Warszawa,mazowieckie
01-956,Warszawa,Warszawa,Warszawa,mazowieckie
01-950,Warszawa,Warszawa,Warszawa,mazowieckie
03-713,Warszawa,Warszawa,Warszawa,mazowieckie
03-693,Warszawa,Warszawa,Warszawa,mazowieckie
00-529,Warszawa,Warszawa,Warszawa,mazowieckie
00-505,Warszawa,Warszawa,Warszawa,mazowieckie
00-527,Warszawa,Warszawa,Warszawa,mazowieckie
00-684,Warszawa,Warszawa,Warszawa,mazowieckie
00-687,Warszawa,Warszawa,Warszawa,mazowieckie
04-353,Warszawa,Warszawa,Warszawa,mazowieckie
04-345,Warszawa,Warszawa,Warszawa,mazowieckie
04-352,Warszawa,Warszawa,Warszawa,mazowieckie
00-788,Warszawa,Warszawa,Warszawa,mazowieckie
03-206,Warszawa,Warszawa,Warszawa,mazowieckie
00-280,Warszawa,Warszawa,Warszawa,mazowieckie
03-459,Warszawa,Warszawa,Warszawa,mazowieckie
00-390,Warszawa,Warszawa,Warszawa,mazowieckie
00-379,Warszawa,Warszawa,Warszawa,mazowieckie
00-347,Warszawa,Warszawa,Warszawa,mazowieckie
03-714,Warszawa,Warszawa,Warszawa,mazowieckie
04-610,Warszawa,Warszawa,Warszawa,mazowieckie
04-601,Warszawa,Warszawa,Warszawa,mazowieckie
02-186,Warszawa,Warszawa,Warszawa,mazowieckie
04-659,Warszawa,Warszawa,Warszawa,mazowieckie
03-369,Warszawa,Warszawa,Warszawa,mazowieckie
03-371,Warszawa,Warszawa,Warszawa,mazowieckie
03-388,Warszawa,Warszawa,Warszawa,mazowieckie
01-577,Warszawa,Warszawa,Warszawa,mazowieckie
03-031,Warszawa,Warszawa,Warszawa,mazowieckie
03-337,Warszawa,Warszawa,Warszawa,mazowieckie
00-572,Warszawa,Warszawa,Warszawa,mazowieckie
00-570,Warszawa,Warszawa,Warszawa,mazowieckie
04-033,Warszawa,Warszawa,Warszawa,mazowieckie
04-031,Warszawa,Warszawa,Warszawa,mazowieckie
04-788,Warszawa,Warszawa,Warszawa,mazowieckie
03-787,Warszawa,Warszawa,Warszawa,mazowieckie
01-495,Warszawa,Warszawa,Warszawa,mazowieckie
02-206,Warszawa,Warszawa,Warszawa,mazowieckie
02-227,Warszawa,Warszawa,Warszawa,mazowieckie
04-160,Warszawa,Warszawa,Warszawa,mazowieckie
04-101,Warszawa,Warszawa,Warszawa,mazowieckie
04-127,Warszawa,Warszawa,Warszawa,mazowieckie
00-441,Warszawa,Warszawa,Warszawa,mazowieckie
03-380,Warszawa,Warszawa,Warszawa,mazowieckie
03-076,Warszawa,Warszawa,Warszawa,mazowieckie
01-518,Warszawa,Warszawa,Warszawa,mazowieckie
01-522,Warszawa,Warszawa,Warszawa,mazowieckie
01-510,Warszawa,Warszawa,Warszawa,mazowieckie
01-505,Warszawa,Warszawa,Warszawa,mazowieckie
00-351,Warszawa,Warszawa,Warszawa,mazowieckie
00-356,Warszawa,Warszawa,Warszawa,mazowieckie
00-737,Warszawa,Warszawa,Warszawa,mazowieckie
04-145,Warszawa,Warszawa,Warszawa,mazowieckie
02-832,Warszawa,Warszawa,Warszawa,mazowieckie
04-642,Warszawa,Warszawa,Warszawa,mazowieckie
00-165,Warszawa,Warszawa,Warszawa,mazowieckie
04-158,Warszawa,Warszawa,Warszawa,mazowieckie
00-267,Warszawa,Warszawa,Warszawa,mazowieckie
00-277,Warszawa,Warszawa,Warszawa,mazowieckie
03-801,Warszawa,Warszawa,Warszawa,mazowieckie
04-313,Warszawa,Warszawa,Warszawa,mazowieckie
03-424,Warszawa,Warszawa,Warszawa,mazowieckie
04-289,Warszawa,Warszawa,Warszawa,mazowieckie
00-274,Warszawa,Warszawa,Warszawa,mazowieckie
02-046,Warszawa,Warszawa,Warszawa,mazowieckie
02-152,Warszawa,Warszawa,Warszawa,mazowieckie
03-624,Warszawa,Warszawa,Warszawa,mazowieckie
04-194,Warszawa,Warszawa,Warszawa,mazowieckie
04-875,Warszawa,Warszawa,Warszawa,mazowieckie
03-270,Warszawa,Warszawa,Warszawa,mazowieckie
04-221,Warszawa,Warszawa,Warszawa,mazowieckie
01-167,Warszawa,Warszawa,Warszawa,mazowieckie
01-411,Warszawa,Warszawa,Warszawa,mazowieckie
03-068,Warszawa,Warszawa,Warszawa,mazowieckie
04-419,Warszawa,Warszawa,Warszawa,mazowieckie
02-927,Warszawa,Warszawa,Warszawa,mazowieckie
03-735,Warszawa,Warszawa,Warszawa,mazowieckie
04-014,Warszawa,Warszawa,Warszawa,mazowieckie
04-009,Warszawa,Warszawa,Warszawa,mazowieckie
00-642,Warszawa,Warszawa,Warszawa,mazowieckie
00-573,Warszawa,Warszawa,Warszawa,mazowieckie
00-651,Warszawa,Warszawa,Warszawa,mazowieckie
02-194,Warszawa,Warszawa,Warszawa,mazowieckie
04-446,Warszawa,Warszawa,Warszawa,mazowieckie
04-787,Warszawa,Warszawa,Warszawa,mazowieckie
04-448,Warszawa,Warszawa,Warszawa,mazowieckie
04-439,Warszawa,Warszawa,Warszawa,mazowieckie
00-018,Warszawa,Warszawa,Warszawa,mazowieckie
00-012,Warszawa,Warszawa,Warszawa,mazowieckie
03-695,Warszawa,Warszawa,Warszawa,mazowieckie
03-778,Warszawa,Warszawa,Warszawa,mazowieckie
03-788,Warszawa,Warszawa,Warszawa,mazowieckie
03-789,Warszawa,Warszawa,Warszawa,mazowieckie
03-798,Warszawa,Warszawa,Warszawa,mazowieckie
03-885,Warszawa,Warszawa,Warszawa,mazowieckie
01-829,Warszawa,Warszawa,Warszawa,mazowieckie
01-830,Warszawa,Warszawa,Warszawa,mazowieckie
01-838,Warszawa,Warszawa,Warszawa,mazowieckie
01-801,Warszawa,Warszawa,Warszawa,mazowieckie
00-019,Warszawa,Warszawa,Warszawa,mazowieckie
00-120,Warszawa,Warszawa,Warszawa,mazowieckie
00-821,Warszawa,Warszawa,Warszawa,mazowieckie
00-819,Warszawa,Warszawa,Warszawa,mazowieckie
03-567,Warszawa,Warszawa,Warszawa,mazowieckie
04-121,Warszawa,Warszawa,Warszawa,mazowieckie
00-627,Warszawa,Warszawa,Warszawa,mazowieckie
04-639,Warszawa,Warszawa,Warszawa,mazowieckie
01-806,Warszawa,Warszawa,Warszawa,mazowieckie
01-811,Warszawa,Warszawa,Warszawa,mazowieckie
04-522,Warszawa,Warszawa,Warszawa,mazowieckie
04-761,Warszawa,Warszawa,Warszawa,mazowieckie
01-219,Warszawa,Warszawa,Warszawa,mazowieckie
03-936,Warszawa,Warszawa,Warszawa,mazowieckie
03-941,Warszawa,Warszawa,Warszawa,mazowieckie
03-938,Warszawa,Warszawa,Warszawa,mazowieckie
03-929,Warszawa,Warszawa,Warszawa,mazowieckie
03-937,Warszawa,Warszawa,Warszawa,mazowieckie
04-494,Warszawa,Warszawa,Warszawa,mazowieckie
00-309,Warszawa,Warszawa,Warszawa,mazowieckie
02-291,Warszawa,Warszawa,Warszawa,mazowieckie
04-810,Warszawa,Warszawa,Warszawa,mazowieckie
03-631,Warszawa,Warszawa,Warszawa,mazowieckie
04-713,Warszawa,Warszawa,Warszawa,mazowieckie
04-736,Warszawa,Warszawa,Warszawa,mazowieckie
00-806,Warszawa,Warszawa,Warszawa,mazowieckie
00-802,Warszawa,Warszawa,Warszawa,mazowieckie
00-832,Warszawa,Warszawa,Warszawa,mazowieckie
00-817,Warszawa,Warszawa,Warszawa,mazowieckie
00-836,Warszawa,Warszawa,Warszawa,mazowieckie
00-852,Warszawa,Warszawa,Warszawa,mazowieckie
00-841,Warszawa,Warszawa,Warszawa,mazowieckie
00-848,Warszawa,Warszawa,Warszawa,mazowieckie
00-866,Warszawa,Warszawa,Warszawa,mazowieckie
00-871,Warszawa,Warszawa,Warszawa,mazowieckie
00-894,Warszawa,Warszawa,Warszawa,mazowieckie
00-875,Warszawa,Warszawa,Warszawa,mazowieckie
00-879,Warszawa,Warszawa,Warszawa,mazowieckie
01-004,Warszawa,Warszawa,Warszawa,mazowieckie
01-017,Warszawa,Warszawa,Warszawa,mazowieckie
00-136,Warszawa,Warszawa,Warszawa,mazowieckie
01-887,Warszawa,Warszawa,Warszawa,mazowieckie
01-861,Warszawa,Warszawa,Warszawa,mazowieckie
01-819,Warszawa,Warszawa,Warszawa,mazowieckie
01-831,Warszawa,Warszawa,Warszawa,mazowieckie
01-882,Warszawa,Warszawa,Warszawa,mazowieckie
01-825,Warszawa,Warszawa,Warszawa,mazowieckie
01-846,Warszawa,Warszawa,Warszawa,mazowieckie
01-857,Warszawa,Warszawa,Warszawa,mazowieckie
03-796,Warszawa,Warszawa,Warszawa,mazowieckie
04-468,Warszawa,Warszawa,Warszawa,mazowieckie
02-815,Warszawa,Warszawa,Warszawa,mazowieckie
04-775,Warszawa,Warszawa,Warszawa,mazowieckie
01-978,Warszawa,Warszawa,Warszawa,mazowieckie
04-630,Warszawa,Warszawa,Warszawa,mazowieckie
00-503,Warszawa,Warszawa,Warszawa,mazowieckie
00-515,Warszawa,Warszawa,Warszawa,mazowieckie
04-849,Warszawa,Warszawa,Warszawa,mazowieckie
04-843,Warszawa,Warszawa,Warszawa,mazowieckie
02-143,Warszawa,Warszawa,Warszawa,mazowieckie
02-092,Warszawa,Warszawa,Warszawa,mazowieckie
02-091,Warszawa,Warszawa,Warszawa,mazowieckie
02-090,Warszawa,Warszawa,Warszawa,mazowieckie
02-089,Warszawa,Warszawa,Warszawa,mazowieckie
04-756,Warszawa,Warszawa,Warszawa,mazowieckie
01-014,Warszawa,Warszawa,Warszawa,mazowieckie
01-191,Warszawa,Warszawa,Warszawa,mazowieckie
01-198,Warszawa,Warszawa,Warszawa,mazowieckie
01-179,Warszawa,Warszawa,Warszawa,mazowieckie
01-156,Warszawa,Warszawa,Warszawa,mazowieckie
01-149,Warszawa,Warszawa,Warszawa,mazowieckie
03-360,Warszawa,Warszawa,Warszawa,mazowieckie
02-701,Warszawa,Warszawa,Warszawa,mazowieckie
64-512,Wartosław,Wronki,szamotulski,wielkopolskie
87-809,Warząchewka,Włocławek,włocławski,kujawsko-pomorskie
64-314,Wąsowo,Kuślin,nowotomyski,wielkopolskie
36-233,Wesoła,Nozdrzec,brzozowski,podkarpackie
38-608,Wetlina,Cisna,leski,podkarpackie
66-343,Wierzbno,Przytoczna,międzyrzecki,lubuskie
78-411,Wierzchowo,Szczecinek,szczecinecki,zachodniopomorskie
42-457,Wiesiółka,Łazy,zawierciański,śląskie
42-672,Wieszowa,Zbrosławice,tarnogórski,śląskie
37-512,Wietlin,Laszki,jarosławski,podkarpackie
44-189,Wilcza,Pilchowice,gliwicki,śląskie
51-361,Wilczyce,Długołęka,wrocławski,dolnośląskie
57-513,Wilkanów,Kłodzka,kłodzki,dolnośląskie
43-365,Wilkowice,Wilkowice,bielski,śląskie
34-617,Wilkowisko,Jodłownik,limanowski,małopolskie
72-513,Wisełka,Wolin,kamieński,zachodniopomorskie
43-460,Wisła,Wisła,cieszyński,śląskie
43-243,Wisła,Pszczyna,pszczyński,śląskie
89-114,Witosław,Mrocza,nakielski,kujawsko-pomorskie
34-512,Witów,Kościelisko,tatrzański,małopolskie
44-300,Wodzisław,Śląski,wodzisławski,śląskie
44-304,Wodzisław,Śląski,wodzisławski,śląskie
44-313,Wodzisław,Śląski,wodzisławski,śląskie
44-307,Wodzisław,Śląski,wodzisławski,śląskie
44-373,Wodzisław,Śląski,wodzisławski,śląskie
44-286,Wodzisław,Śląski,wodzisławski,śląskie
42-580,Wojkowice,Wojkowice,będziński,śląskie
87-619,Wola,Kikół,lipnowski,kujawsko-pomorskie
43-225,Wola,Miedźna,pszczyński,śląskie
32-053,Wola,Skawina,krakowski,małopolskie
36-125,Wola,Raniżów,kolbuszowski,podkarpackie
22-144,Wołkowiany,Żmudź,chełmski,lubelskie
42-289,Woźniki,Woźniki,lubliniecki,śląskie
52-206,Wrocław,Wrocław,Wrocław,dolnośląskie
51-663,Wrocław,Wrocław,Wrocław,dolnośląskie
54-530,Wrocław,Wrocław,Wrocław,dolnośląskie
52-435,Wrocław,Wrocław,Wrocław,dolnośląskie
54-510,Wrocław,Wrocław,Wrocław,dolnośląskie
52-117,Wrocław,Wrocław,Wrocław,dolnośląskie
52-214,Wrocław,Wrocław,Wrocław,dolnośląskie
53-006,Wrocław,Wrocław,Wrocław,dolnośląskie
53-035,Wrocław,Wrocław,Wrocław,dolnośląskie
53-134,Wrocław,Wrocław,Wrocław,dolnośląskie
51-658,Wrocław,Wrocław,Wrocław,dolnośląskie
54-118,Wrocław,Wrocław,Wrocław,dolnośląskie
53-014,Wrocław,Wrocław,Wrocław,dolnośląskie
50-573,Wrocław,Wrocław,Wrocław,dolnośląskie
53-425,Wrocław,Wrocław,Wrocław,dolnośląskie
54-044,Wrocław,Wrocław,Wrocław,dolnośląskie
52-215,Wrocław,Wrocław,Wrocław,dolnośląskie
54-054,Wrocław,Wrocław,Wrocław,dolnośląskie
51-141,Wrocław,Wrocław,Wrocław,dolnośląskie
54-402,Wrocław,Wrocław,Wrocław,dolnośląskie
50-266,Wrocław,Wrocław,Wrocław,dolnośląskie
50-073,Wrocław,Wrocław,Wrocław,dolnośląskie
51-134,Wrocław,Wrocław,Wrocław,dolnośląskie
52-133,Wrocław,Wrocław,Wrocław,dolnośląskie
54-063,Wrocław,Wrocław,Wrocław,dolnośląskie
51-220,Wrocław,Wrocław,Wrocław,dolnośląskie
54-115,Wrocław,Wrocław,Wrocław,dolnośląskie
53-211,Wrocław,Wrocław,Wrocław,dolnośląskie
52-121,Wrocław,Wrocław,Wrocław,dolnośląskie
53-126,Wrocław,Wrocław,Wrocław,dolnośląskie
50-541,Wrocław,Wrocław,Wrocław,dolnośląskie
50-056,Wrocław,Wrocław,Wrocław,dolnośląskie
52-234,Wrocław,Wrocław,Wrocław,dolnośląskie
51-149,Wrocław,Wrocław,Wrocław,dolnośląskie
52-235,Wrocław,Wrocław,Wrocław,dolnośląskie
51-143,Wrocław,Wrocław,Wrocław,dolnośląskie
51-251,Wrocław,Wrocław,Wrocław,dolnośląskie
54-112,Wrocław,Wrocław,Wrocław,dolnośląskie
54-403,Wrocław,Wrocław,Wrocław,dolnośląskie
54-404,Wrocław,Wrocław,Wrocław,dolnośląskie
54-611,Wrocław,Wrocław,Wrocław,dolnośląskie
54-619,Wrocław,Wrocław,Wrocław,dolnośląskie
52-405,Wrocław,Wrocław,Wrocław,dolnośląskie
51-252,Wrocław,Wrocław,Wrocław,dolnośląskie
53-020,Wrocław,Wrocław,Wrocław,dolnośląskie
54-426,Wrocław,Wrocław,Wrocław,dolnośląskie
54-006,Wrocław,Wrocław,Wrocław,dolnośląskie
51-649,Wrocław,Wrocław,Wrocław,dolnośląskie
52-131,Wrocław,Wrocław,Wrocław,dolnośląskie
50-305,Wrocław,Wrocław,Wrocław,dolnośląskie
51-122,Wrocław,Wrocław,Wrocław,dolnośląskie
51-507,Wrocław,Wrocław,Wrocław,dolnośląskie
51-170,Wrocław,Wrocław,Wrocław,dolnośląskie
51-522,Wrocław,Wrocław,Wrocław,dolnośląskie
54-129,Wrocław,Wrocław,Wrocław,dolnośląskie
52-334,Wrocław,Wrocław,Wrocław,dolnośląskie
52-437,Wrocław,Wrocław,Wrocław,dolnośląskie
51-111,Wrocław,Wrocław,Wrocław,dolnośląskie
51-109,Wrocław,Wrocław,Wrocław,dolnośląskie
50-034,Wrocław,Wrocław,Wrocław,dolnośląskie
51-617,Wrocław,Wrocław,Wrocław,dolnośląskie
51-607,Wrocław,Wrocław,Wrocław,dolnośląskie
54-620,Wrocław,Wrocław,Wrocław,dolnośląskie
50-136,Wrocław,Wrocław,Wrocław,dolnośląskie
54-113,Wrocław,Wrocław,Wrocław,dolnośląskie
50-516,Wrocław,Wrocław,Wrocław,dolnośląskie
50-517,Wrocław,Wrocław,Wrocław,dolnośląskie
50-324,Wrocław,Wrocław,Wrocław,dolnośląskie
50-313,Wrocław,Wrocław,Wrocław,dolnośląskie
51-618,Wrocław,Wrocław,Wrocław,dolnośląskie
51-513,Wrocław,Wrocław,Wrocław,dolnośląskie
52-129,Wrocław,Wrocław,Wrocław,dolnośląskie
51-641,Wrocław,Wrocław,Wrocław,dolnośląskie
50-325,Wrocław,Wrocław,Wrocław,dolnośląskie
51-606,Wrocław,Wrocław,Wrocław,dolnośląskie
51-417,Wrocław,Wrocław,Wrocław,dolnośląskie
54-701,Wrocław,Wrocław,Wrocław,dolnośląskie
51-672,Wrocław,Wrocław,Wrocław,dolnośląskie
54-134,Wrocław,Wrocław,Wrocław,dolnośląskie
51-208,Wrocław,Wrocław,Wrocław,dolnośląskie
51-688,Wrocław,Wrocław,Wrocław,dolnośląskie
50-265,Wrocław,Wrocław,Wrocław,dolnośląskie
50-350,Wrocław,Wrocław,Wrocław,dolnośląskie
